,아이디,댓글 내용,댓글 시간
436,  황선진,"외국도 똑같아요. 솔직히 외모로 사람 판단하듯이 도로에서 차보고 판단할수밖에 없죠.도로위에서는 차가 나를 대변한다고들 하잖아요. 영상과는 반대로 슈퍼카만 보면 빵빵거리는 사람들도 많습니다.배려가 몸에 배어있지 않는 이상, 울 나라 8282 문화 특성상 뒤에서 경적 울리는건 기본이죠... 전쟁 이후 산업이 급속도로 발전하느라 8282 스킬을 얻게 된거로 이해하면 됨.",6년 전
437,  조인숙,난 출퇴근용으로 모닝을 타는데 진짜 짜증날 때는 신호 바뀌자마자 빵!!!! 그럼 난 신호 바뀌기 전에 튀어 나가야 하냐!!!!!그리고 내가 지각해서 속도 좀 내면 모닝에게 지기 싫은 차들이 엄청난 속도로 쫓아온다. 에혀~~~~~~ 유치할 뿐다른 차를 끌고 나가면 이 모든 불쾌한 경험을 하지 않아도 된다는 거...우리 나라 사람들은 참... 차로 사람 대하는 못된 버릇,1년 전(수정됨)
438,  우왁굳의 훈수교실,차빼 하는 아재슈퍼카한테 저랫으면내장빠졋을라나,6년 전
439,  보륑'개시바',뒤에서 차 박으면 뒤에  차잘못이여서 슈퍼가뒤에 있으면 천천이감ㅇㅇ,4년 전
440,  김경덕,아재: 차빼!   경차주인:  싫어못빼! 내가 알아서 ㅖㅔ뺄거야!,4년 전(수정됨)
441,  마지막씹쌔,이런데 울나라가 선진국이라고??ㅋㅋㅋㅋㅋㅋㅋㅋㅋ겁나 웃곀ㅋㅋㅋ,1년 전
442,  이Moon ??,다마스가 골목길 먼저진입 하면 맞은편에서 그냥 밀고 들어온다는 ㅡㅡ,6년 전
443,  권이은,20여년전에 EBS에서 실험하던거다.오래된거 재탕하고 얼마나 국제뉴스며 국내 뉴스며 많은데...,7개월 전
444,  뷔믕사믕,돈있는사람은 대접받고 돈없는사람은 걍 쓰래기 취급이네........,6년 전
445,  눈빛공격,뒤에서 박으면 독박쓰니까 끼어들기나 거리두기는 맞는데 나머지는 케바케,1년 전
446,  ???,항상 난인생이 왜이러지..그래서 한번5회뽑기을 해볼까?와 여자친구5성와 남자친구5성와 슈퍼카5성와 건물5성와 -콘○-아니와 아이스크림 (콘)까지?,3년 전
447,  ㅇㅇ,모닝 ㅈㄴ 불쌍하네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
448,  prist hell,그냥 소방차랑 응급차를  스포츠카로 바꾸면 어떻까?,2년 전
449,  x DAl,저정도는 해줘야 비싼돈 들인 맛 나지,2년 전
450,  리오넬메시,ㅋㅋㅋㅋㅋㅋㅋ차뺴 ㅈㄴ웃기네,4년 전
451,  bokhan lee,상방과실 5대5 나와도 2억,1년 전
452,  K nature,"가성비는 슈퍼카보다 경차의 승리...근데 저게 과연 5억원의 가치가 있나? 물론, 내가 저런 차를 살 돈은 없지만, 만약 돈이 있다해도 5억이 아니라 1억에 사라고 해도 안 사겠다. 나는 차량으로 캠핑을 좋아해서 현재 타고 다니는 국산 SUV차량의 뒷공간을 접으면 침대로도 활용이 가능하기에 충분히 만족한다. 나에게 있어 차는 이동수단이지 뭐 과시하면서 속도 높이고 질주하는 용도가 아니기에 속도계 300키로 이상 이딴거 필요 없다. 지금 차로도 속도 150도 안내고 달리는데 이 땅덩어리 좁은 나라에 속도낼 일이 뭐가 있다고. 우리나라 사람들은 겉모습으로 모든 걸 판단하는 경우가 많은데 영상에서도 경차를 무시하는 거 보면 예상데로의 우리나라 국민성을 보여주는거 같다. 차량 뿐만 아니라 사람도 마르고 착해보이고 순하게 생기면 무시하는 경향이 있고 덩치가 좀 있고 인상 더럽게 생기면 엄청 친절해 지더라. 내 친구가 덩발 있고 키크고 인상 진짜 더럽게 생겼는데 차량 정비소나 식당 같은데 가면 직원들이 더 살갑게 대하더라ㅋㅋ 사실 그 친구 진짜 착하고 순둥인데 생긴게 그리 생겨서 무섭지만 서비스 하나 만큼은 잘 받고 다닌다. 안그런 사람들도 있겠지만 이게 울나라 사람들의 이중성임.",1년 전
453,  정ᆞ,"친구 어머니,아버지 차 탈때 왜 소리도 안나고 차가 한번도 안 막히는지 알겠네... 백만원짜리 자전거를 집 안에 걸어놋는 클라스..",2년 전
454,  블렝이쿠,소방차 구급차 갈땐 슈퍼카보단 시원하게 불도저로 밀어버리는게...,5년 전
455,  C.m Yang,"빨간 신호에 딴생각 하면서 신호대기중이였는데 누가 빵빵 하길래  나도 모르게 사거리 에서 출발했다  보니까 나만 혼자 갔더라 @,@",6개월 전
456,  동글,0:47 어잇쿠 ,2년 전
457,  나무,슈퍼카랑 일반차랑 사고날때 융통성있는 배상법이 필요하다고 본다 슈퍼카들은 말그대로 도로위에 갑질 수준임,1년 전
458,  김보성,한국 하나의 특징은 아니라고 봅니다. 저는 현제 뉴질랜드 거주중인데 뉴질랜드도 저런 경향이 있어요. 솔직히 차 잘나가고 폼 나는 것도 이유라지만 도로위에 저런 대우 받고 싶어서 지르는 사람도 많다고 봅니다. 뭐... 두 나라만의 문제라라면 제가 사는곳도 헬뉴질랜드가 되겠군요... 헬질랜드가 어울릴라나?,6년 전
459,  문프 예거,운전 못하면 슈퍼카 사자ㅋㅋㅋㅋ,1년 전
460,  PISCIS antiquus,"""강자에 약자인 척, 약자에 강자인 척""이건 치졸하고 비겁한 인성의 확고한 증거",2년 전
461,  홍사랑,우리보다못사는  동남아베트남도 사고나면 비싼게물어준다하는데  뭔가잘못됀거같은생각,4개월 전
462,  TOPCCIK12,저 맛에 부자들이 한국에서 살지. 부자들이 살기 좋은 나라 한국.,4년 전(수정됨)
463,  메로나 TV,ㅋㅋㅋㅋㅋㅋㅋ이런거 꿀잼임 ㅋㅋㅋㅋㅋ,6년 전
464,  붕스도,소방차를 벤츠에서만들면 골든타임 준수할듯,6년 전
465,  bonjour hi,599 GTB는 인정이지,1년 전
466,  오늘도활기차게,앞으로 응급차는 모두 슈퍼카로 바꿔줘야 되지 않을까요? 시민들의 양보의식이 확 살아나네요.,2년 전
467,  뭐냐?,대한민국 현실이지,2년 전
468,  미아체르,키야...... 역시 헬조선..... 기대를 져버리지 않네.....,4년 전
469,  홍어새기들이두려워하는사자,어떠한 차량이냐에따라 운전자의 안전이 정해지는사회가아니길바라며 욕할것이아니라우리사회모두가 배려하고화합할수있게 노력합시다차량보다는 그안에있는사람을 생각하는것이운전자의차를 더빛나게합니다,6년 전
470,  Han Kyo Chung,여기서는 부갓티가 옆에가도아무반응없음.너는너고 나는나.,6년 전
471,  Kane Kim,저런 저급한 실험을 한 YTN도 차량 보고 태도 돌변하는 한국 사회도 저급하다..,1개월 전
472,  김김용국,정답 찾았다. 우리나라 긴급차는 모두 제일 값비싼 슈퍼카로 바꾸자.,6년 전
473,  김도형,하차감 씹지리겠누,2년 전
474,  dance with me아가씨,국민들 정서가 이러니깐 쓰레기 소리듣지 ㅡㅡ,6년 전
475,  주은이,비싼차는 대우받고 싼차는 무시하는 그런 국민성은 잘못된것입니다.,2개월 전
476,  cva cva,차빼라고했는데 그 빼라는 차에서 마동석이 유리를 내리면?,4년 전
477,  만딕이,네차가  다마스인데  정말 스드레스  많이  받는다.,2년 전
478,  김판영,취지  자체가...웃고간다.,1년 전
479,  하늘,당연히 사고나면 내 차값보다 저새기 차부품 값이 더 나가는데 .. 안전거리가 자동적으로 확보되겠지 난 모닝차주지만 은근 개무시하는 새기들 조온나게 많음 사람을 차로 보는 새기가 세상에 많기 때문에,2년 전
480,  IC,직진 우회전 차선에서 뭔 차뺴야 잌ㅋㅋㅋㅋㅋㅋㅋㅋ,3년 전
481,  Kj P,난 슈퍼카라도 빵빵거릴때는 빵빵거리는데..그리고 기본적으로 승용보다 suv에 양보를 더 잘해줍니다.아마 덩치가 심리적으로 영향을 주는듯,2년 전
482,  똥퍼,경차를 무시하는게 아니라 혹여나 박으면 내가 물어내야 하는 차 값을 생각해서 더 확실하고 안전하게 운전하는건데 논점을 잘못 짚은 기사같은데 여러분의 생각은 어떠십니까,4년 전
483,  Ice Pia,이래서 초보운전이 최소 2억짜리 타고 뒤에 장농면허 탈출기 D-1 해야지 사고가 덜나겠지 ㅎㅎ,2년 전
484,  GM,기뻐하십시오 이제 집만팔면 어떤 슈퍼카라도 물어낼수 있습니다. 심지어 돈이 남아요,4개월 전
485,  노란딱지,난 한대뜨면 노아의 방주처럼 반으로 쫘악 갈라지는걸 원했는데,5년 전
486,  페라리f8트리뷰토,812슈퍼페스트 옆에있는건 위험해,1년 전
487,  쥬시쿨,천만원이면 계좌이체 바로가능인데 슈퍼카면 어휴,1년 전
488,  sung jin Kim,ㅋㅋ미치긋다 마지막차빼ㅋㅋㅋ,4년 전
489,  NOT TODAY,슈퍼카 옆 조심할수 밖에,2년 전
490,  허각,차보고 대하는게 달라지는사람들이 인성 쓰레기아닌가? 똑같이 양보해주고 해야지,1년 전
491,  부잉,구급차를 슈퍼카로 바꿔야겠네,6년 전
492,  믹믹,원하는 결과 나올때까지 실험하지~,6개월 전
493,  세계여행자,솔직히 보험료를 올려야지...그리고 사고가 나면 총액에서 나눠서 배상 하는게 아니라 50%까지는 자기가 책임지고 넘어가는 부분만 상대편에게 요구하게 해야지...너무 불합리 하지...20:80이라도 내 차 값보다 상대편 수리비가 더 나오는 이상한 현상은 정말...,2년 전
494,  ᄏᄏ,어이쿠! 양보는무슨!ㅋㅋㅋㄱㅋㅋㅋㅋㅋㅋㅋㅋㄱㅋㅋㅋ,6년 전(수정됨)
495,  국어,마지막에 차빼!뭔뎈ㅋㅋㅋ,2년 전
496,  J. Shine,경차...차~빼~~ㅋㅋㅋㅋㅋㅋ이게 자본주의다...ㅎㄷㄷㄷ..ㅠ.ㅠ;;;,1년 전(수정됨)
497,  turino ik,"슈퍼카"" 깜빡이 킨다 ~~다른차"" 아 들어오셔야죠!! 언제든 양보하겟습니다!! ""모닝"" 나 캄빡이 킨다~~다른차"" 머야 이 모닝새키는 짜져새꺄""",2년 전(수정됨)
498,  깐쇼새우,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ한국인들 개웃겨,3개월 전
499,  Manner,포터가 큰소리치네ㅋㅋㅋㅋㅋ,2년 전
500,  1038DVUD,길막히는거 싫어하는사람들이 많이타더라,2년 전
501,  윐툻뫩쮆쀿훂럜쓙뚚쀎,재벌이 천억짜리 차 타고 다니면 천억 보상해야 하는 거냐? 말도 안 되는 법이다.,1년 전
502,  돌아에몽,난 이덜 직접봄 5년전 신사역 사거리 저녁 5시48분 부산의 부자만 타고다닌다는 부카티(?)가 속도를 줄이지 않고 질주하는데 차량들이 갈라지는게 모세가 환생한줄 알았음. ㅋㅋㅋㅋㅋ 구급차도 그렇게 안비킴. 택시까지 비킴. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1년 전
503,  Karl,대한민국 국민성이 보이네요 ,9개월 전
504,  어흥사자,좋은데 투자해서 슈퍼카 삽시다 여러분~,2년 전
505,  우진,근데 도산대로에선저런 거 ㅈㄴ 많아서 오도방구들도 그러고 그냥 신경 안씀,2년 전
506,  cosmos nies,나는 이럴줄 아고 6억까지 가입했지 보험가입때 1만원도 안되는데 가입하세요 미래를 보고,2년 전
507,  JS,이 영상도 슬슬 알고리즘으로 한 번 더 뜨지 않을까?,1년 전
508,  cho hat,그냥 온 천지에 쓰레기 인성들만 깔려 있는걸 한눈에 보여주네,1년 전
509,  bang bang,엠뷸런스를 슈퍼카로 해야것네 모세의기적 저절로 일어나니,1년 전(수정됨)
510,  공부열심히해^^아님니옆집중국인산다,저게 우연이지 말이됨?뒤에 수퍼카온다지속도줄여줘?  저실험자제가어의없다,1년 전
511,  Gunny,고급차주한테 해코지했다간 뭔미친짓을 할지 예측이 불가하니까 그렇지,1년 전
512,  구미 윤0호,기가 막힌다.,7개월 전
513,  eastar kim,음 나는 갠적으로 경차나 비싼차나 양보하는건 똑같은데 ㅎㅎ 사고나더라도 어차피 보험처리하면 똑같은건데 차별두는 이유가 뭐죠? ㅎㅎㅎ,1년 전
514,  THE 7,차~빼!!ㅋㅋㅋㅋㅋ,2년 전
515,  ZE RO,ㅋㅋㅋ 슈퍼카 운전한 기사 조심히 운전했겠네 ㅋㅋㅋㅋ 사고나면..?,1년 전
516,  허회장,난 성격 급해서 슈퍼카도 빵빵거리는데,2년 전
517,  FUN AD,"박으면 인생 끝난다. 결혼생활 접어야 하고, 애들 교육비도 감당 못하게 된다.길거리에 저런 폭탄은 좀 치우자~",11개월 전
518,  🐥임영웅🐥,슈퍼카고나발이고운전이나똑바로해라,4년 전
519,  Lunes Argent,당연한 거 아닌가요?? 재수없게 박았다간 내 인생의 몇 년간의 순간이 다 날아가는데 조심해야죠,10개월 전
520,  me2u2,직진우회전 빵빵하지맙시다 여러분,2년 전
521,  마후,이게 바로 자본주의+물질만능주의인 드러운 세상,5년 전
522,  자유로운영혼,슈퍼카 받았다가는 독박쓰니기다려주는거지요 존경의 마음은 아닙니다,2년 전
523,  다시아,부가티 치론이 지나가면 100미터 이내로는 차가 안오겄네;,6년 전
524,  한길 김,ㅋㅋㅋㅋ 실험 신박하네,7개월 전
525,  버러지집단NC8과개사기꾼버러지새끼TJ,5억 미만차주분들 ㅈ ㅏ  슈퍼카로 튜닝합시다 ㅋㅋㅋ,1년 전
526,  ᄉᄉ찬,한번잘못박으면 골로가니..,5년 전
527,  가또,나라도 차선변경 깜빡이 키면 무조건 멀리있는다....한번 실수로 박으면 돈이 얼마냐...,2년 전
528,  메라당,그러나 요즘은 앞에 람보르기니가 있어도 빵거림,1년 전
529,  오타쿠,슈퍼카모는 기자기분좋겠다하시는데 저거 사고내면 보험처리했어도 본인돈으로 물어줘야 하는데 기분좋을까요? 겁날까요?,2년 전
530,  진심의말,똥이 무서워서 피하는게 아닙니다 만약 사고나면 보험료나 물어줘야할 내돈이비싸지거든요하하!,2년 전
531,  이은주,차~빼~~~~! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
532,  낙지별왕자,각각 화면 자세히 보면 슈퍼카촬영할땐 주위에 차가 별로 없는 조용한 시간대고 경차로 촬영할땐 차 쌩쌩달리는 시간대네 이것도 주작질인가,3년 전
533,  빨강요정 걸프,48억짜리 부가티 슈퍼가 지나가면 어떻까요???,1년 전
534,  데이비드똥컴,약자한텐강한 대한민국,2년 전
535,  먼치킨,가스만 나도 수리비가ㅏ 천만원 차한대값나오니,4년 전
536,  syp0511,이런 것만 봐도 외제차가 민폐라는 건 모두가 아는 사실..,11개월 전
537,  새달사,보험이 문제야 문제바뀌만 굴러도 10%과실을 주는말도 안되는 악법때문이지요법 보험법,1년 전
538,  때랭때랭,경차가 무시당하는게 아니라 슈퍼카가 우대받는 거임. 박으면 작살나니까 그렇지,3년 전(수정됨)
539,  나유성,아니 이 뻔한걸 실험하냐 당연한걸 .. 심심했구나,9개월 전
540,  김은혜,이건 인성문제인데..같은차인뎅..어째서ㄷㄷ,9개월 전
541,  windy,박는 순간 몇 천만원인뎈ㅋㅋ 안 피하것냐,2년 전
542,  꽃게야크랩은,ㅋㅋㅋㅋㅋ 자랑스러운 국민성,1년 전
543,  꼬마거인,???:야야 천천히가 구경좀하게,1년 전(수정됨)
544,  풀업하는등신,뒤차반응은 오바지 ㅋㅋㅋ 성격에따라 그런거지 차랑 아무상관없을텐데,3년 전
545,  H H,헐뭐야 6년전이었네 ㅋㅋ,8개월 전
546,  박성준,저거 하나 박음 경차 50대 연쇄충돌이랑 맞먹는 손해...,4년 전
547,  홍길동,사람의 인성!!!,1년 전
548,  임영웅사랑해♥,근데난 저런차보다 그냥조용히 다니는 차가젤 멋있던데 ㅋㅋ 막튜닝해서 시끄럽게 남들한테피해끼치는것보다 조용히다니는차가 젤멋있고 좋아보임,1년 전
549,  퍼플,당연한 거 아냐??박으면 그냥 인생 좆망되는건데,2년 전
550,  k ',저맛에 슈퍼카 타는거지 ㅋㅋㅋㅋㅋㅋㅋ 저래야 함부로 분노조절을 하지 깜박이도 키고 간격도 조절하고 겁이많거든,1년 전
551,  오예스 5yes,역시게임같다 역시,1년 전
552,  엄태웅,성격이 다른사람 들이 뒤에있으니 틀린거지ㅡㅡ 똑같은사람 상대로 실험해봐라 변하나 똑같지ㅡㅡ,3년 전
553,  suny park,ㅋㅋ 외제차 사야하는 이유 ㅋㅋ 타보니 다르긴하드랑,4개월 전
554,  wavee,0:47 어이쿠ㅋㅋㅋㅋ,3년 전
555,  lak ck,나의 경적은 평등하다. 이상하게 생긴차가 앞에서 느리길래 경적울리며 추월했더니 롤스로이스 튜닝. 색을 바꿔서 몰라봤네.,8개월 전
556,  The One,이렇게 비교하면 경차주인이 뚜껑,1년 전
557,  막타,세계에서 가장 편견 ㅈ같은 나라 입니다.의도치 안은 갑질.....,3년 전
558,  한심하게보는정사장,01:10 이거 왤캐웃기냐ㅋㅋㅋ,5개월 전
559,  Sungmin Kim,돈에 따라 다른 반응 한국에선 자연스러운 반응 아닌가? 매우 자연스러움. 오히려 새치기 끼어들기 하는 슈퍼카에게 뭐라 하는 사람이 재정신인가 싶은데? 감히 돈도 없는 주제에 어디다 큰소리임?  열받으면 끼어드는 슈퍼카 박아 버리고 계산 하면 그만이고 돈 없으면 그냥 끼어 들면 비켜주고 새치기 하더라도 양보하며 살아야지.,2년 전
560,  서원,0:46 아이쿠!ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2년 전
561,  그때 그G친다,그리고 보험 1만원추가하면 대물 10억까지입니다   그렇게 안 꿀려도 됩니다 ~~  뭔~ 취재를 했는지 정말!!!!!,2년 전
562,  huhugut hugu,잘못스치는순간 인생 나락가는데 조심해야죠.. 경차야 보험처리하면 되지만... 돈때문인거임...돈,4개월 전
563,  로맨스성공적,스포츠카 구경하는거임.국산차였으면 에쿠스라도 바로 빵빵거림.,5년 전
564,  Changhyuk Choi,사람에따라 다른거 아닌가?같은 차랸앞에서 실험을 해봐야 좀 더 객관적인 비교가 될거 같은데...,2년 전
565,  짜짜루,나 포르쉐 카이엔쿱이랑 모닝이랑 같이몬다확실한건 모닝타면 경적 장난아님;;끼여들기 절대못함,1년 전
566,  고현진,일본은 작은차가 많턴데...우리나라는 무조건 큰차 좋아하니.....5억이면 지방 아파트 한채값이네....,4년 전
567,  SeongRyong Son,그래서.... 빚내서라도 카푸어가 되란 말인지...,1년 전
568,  tell uni,구급차를 슈퍼카로 하면 된다는 영상인가요,6개월 전
569,  sieg,무시의 문제가 아니라 현실적인 부분이지ㅋㅋ슈퍼카 긁으면 차 팔아도 힘든 경우가 대부분인데 당연히 피하지 않겠나. 굳이 경차랑 비교하는 이유를 모르겠네.,3년 전
570,  뭘봐오빠 깔때기,돈 많으면 다되는 더러븐 세상,2년 전
571,  한국 타자 1위FishFast,그런데 사실 국민성 운운하기에는 어느 나라를 가도 다 보편적인 현상이고 자연스러운 현상이라 생각함유독 우리나라가 이런 부분이 심하다는 것도 딱히 모르겠고. 더한 나라 많을 것 같은데,3년 전(수정됨)
572,  최로또,환장 하것다!~ㅋㅋㅋ,1년 전
573,  oi oi,차빼 ㅋㅋ 킬링포인트다,1년 전
574,  난다요,슈퍼카고 나발이고 상관안합니다  어차피 대물10억들었다   국민성이 예나 지금이나 강자에겐 약자 약자에겐 강자 이제 좀 바뀝시다,3년 전
575,  69철이,가진거없는 인생 한달벌어 한달사는 인생 인대 저런거 안 무서워 한다 돈이없어 보상 못해주는 나같은놈 만나야 지돈들여 차수리하지 물론 돈 있는 놈이라 수리비 걱정은 안하겠지만 저놈도 나같은 돈없는 놈 또 만날까 두려워는 우쭐대지않고 조심히 타겠지.,1년 전
576,  camelia,"건드리면  나는 망하니까.   저쯤되면 도로세라도 더 내야지, 다른 이들에게 민폐네.",3개월 전
577,  슈슈프,그냥 돈없는게 죄다.,6년 전
578,  조금더김숙희,5억..무섭지.. 나라도 앞에 하나끼고 가야지,1년 전
579,  재훈이,구급차도 벤츠 스프린터 같은걸로 만들면 길터줄라나,2년 전
580,  호박남,국민성..선진국은 꿈도꾸지마라.강자에 약하고 약자에강한 우리국민~ㅋㅋ,3년 전
581,  매운맛9,ㅋㅋㅋ 이장면 뽑을라고 촬영몇번했는지 궁금,1년 전
582,  와이제이-Ch,우연히 그렇게된거 악마의 편집을 했네,6개월 전
583,  부자되자,10초를 기다려줬다고? 기다려준게아니라 그냥 차 구경한거아냐?버스기사한테 10초면 영겁의 시간인데 무슨 버스기사가 그런 배려를 해줬을까...,2년 전
584,  준희준우가검색이안되서길게써봄,아..뉴스라니 이게 뉴스라니,1년 전
585,  J KOOPE,"우리나라는 100과실이 없기때문이지;; 내 잘못이 아닌 상대가 잘못했는데도 사고가 나게되면, 단 몇프로라도 내게 과실이 떨어지는데‥그 차가 5억원이어봐라! 10프로만되도, 얼마인지‥그러니 저럴수밖에;;법이 이렇게 만든거야‥",1년 전(수정됨)
586,  지식스토어,차기다려주는시간은 버스로 하는것보다 일반차로해야지5억이고뭐고 나같음 2초안에빵빵했음ㅋ,4년 전
587,  Polonaise,경차에 마동석 앉아있으면 얘기가 다를텐데....,2년 전
588,  상실의숲,고급차가 가해차량이면 피해차량  수리비에 비례해서 지급하고 나머지는 가해차량 자차로 처리하는 법을 만들어야한다  피해자가 더 큰피해보는 일없게,1년 전
589,  시골쥐은미키,돈이 이렇게 무서운거구나.. 사람됨됨이가 중요한건데...근데 어쩌다 내가 이영상을 보게된거지...ㅋㅋㅋ 유튜브 알고리즘녀석ㅡㅡ,3년 전
590,  Φ,결론:슈퍼카를 타자...,1년 전
591,  어서오고,근데 차주가 같을때 해야하는거아님?실험할때  상대차주가 다르잖아,1년 전
592,  」진헌「게임유튜버,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리나라가 이럽니다.,4년 전
593,  D Malarkey,수입차도 너무 비싼건 끌고다니는것도 민폐임  ....대물보험이란게 있긴하지만 뭔가 제재가 필요하다고봄 말도안돼지만,2년 전
594,  am,비싼차는 얼른 비켜주고 국산차나 소형차는 함부로 대하고 깐보는 사람들의 정신적 인성이 잘못된거죠 언제부터 잘살았다고,9개월 전
595,  David Na,국민의식수준대변,4년 전
596,  너굴맨,0:46 우리 모닝한테 왜 그래.,1년 전
597,  가람가람,차대차사고시에 보험문제 땜에 더 그런거지..,9개월 전
598,  개비스콘,제발 소방차랑 구급차한테도 이래라 좀,2년 전
599,  진격의 다마네기 센세,저거 당연한거 아냐?사고나면 인생이 고달파 지니 저러는 거 아냐?,2년 전
600,  성식,슈퍼카 집안 탈세부터 조사를....정당한건지.,2년 전
601,  자연인,주작임 무슨 3초를 기다려 1.5초면 경적 날라오는데,3년 전
602,  Pathos derDistanz,"양아치도 아니고 저런 걸 실험하냐. '아니지, YTN이었네... 그럴만도 하다.",2년 전
603,  아뿔샤~,스치면 수리비 몇 백마넌 ㅋㅋ  시작 하고 심할땐 억단의 수리비 ㅋㅋ 저카다도 피한다. ㅋ,2년 전
604,  윤우TUBE,화물차도 슈퍼카급으로 왠만하면 다껴줌 ㅋㅋㅋㅋㅋㅋ,1년 전
605,  Jay Park,그맛에 슈퍼카 타는 인간들도 있지,2년 전
606,  이진우,에이 저런차는 GTA5에서 많이 타면되는거여 정신승리 하하하하하,4년 전
607,  croxy,스치면 최소 몇천,1년 전
608,  바봉맨,돈 버리고프면 저걸  사믄되겠당,2년 전
609,  애용,페라리는번호판가려주면서 왜경차는 안가려줌?,6년 전
610,  태서나,요즘 대물 5억 10억 들지 않나요? 2-3만원만 더 내면 되는데,1년 전
611,  양여울,ㅋㅋㅋㅋㅋ차빼 ㅈㄴ 웃기네ㅣㄱㅋㅋㅋㅋㅋㄱ,1년 전
612,  김원준,법이 문제 유럽은 동일ᆢ,6년 전
613,  장우영,"나는 안비킨다. 전에도 그랬고 잎으로도 그럴꺼다,",1년 전
614,  윤토영,"1. 대한민국 있는 도로 전부 직진과 좌회전을 동시에 하는 '동시 신호'로 통일해 주십시오.1차선은 좌회전 차량과 직진 차량이 동시에,2차선은 직진 차량과 우회전 차량이 동시에 좌회전, 직진, 우회전이 가능하게 되어 정체가 줄어들겁니다.2. 신호 대기 시간은 30초 마다 바뀌게 해주십시오. 신호가 빨리 자주 바뀌어야 차량 대기 시간이 짧아 기다리는 차로인한 정체가 없어집니다.3. 부산은 버스전용차로에 일반 자동차도주행 할 수 있도록 변경해 주십시오.수도권은 버스가 서울과 경기도를 연결하기 때문에 버스전용차로에 버스가 많아서 밀리지만,부산은 버스전용차로에 버스가 별로없고, 정체되지도 않습니다.부산은 버스전용차로는 텅 비어 있고, 다른 차선은 엄청나게 지체, 또는 정체되어 도로가 주차장입니다.4. 부산 연산 교차로 처럼 교통이 복잡한 교차로는 창원시청 앞 처럼 빙글빙글 돌아가는 로터리로 바꿔주시길 바랍니다.ㅡ부산이 좋아 부산에 살고싶었지만,부산의 어디를 가더라도 도로가 언제나 늘 항상 정체되어 도저히 운전을 할 수가 없어서 다른 도시로 이사가는 어떤 사람이 씀",8개월 전(수정됨)
615,  근순이,1:12 차빼ㅋㅋㅋㅋㅋㅋㅋ,2년 전
616,  [J]히라기렌,자본 의위엄 ㄷ,1년 전
617,  Li BeB,5억의 기적,2년 전
618,  이준용,직진우회전에서 빵빵대면 더꼴보기싫어서 안비켜줌ㅋㅋ,3년 전
619,  Bin Sky,"자랑이다,  그래서 5억원 하는 차 타라고 선전 해 주는 거!",1년 전
620,  김져니,실험모야...ㅋㅋㅋㅋㅋㅋ,2년 전
621,  네잎클로버,녹색신호로 바뀜과 동시에 뒤에서 경적을 울리는 정신병자도 엄청나게 많다,3년 전(수정됨)
622,  sh255 k,난..걍 멀리안다니고 초보때막몰려고 경차타는데  2년동안타면서 한번도무시받은경우없다는..오히려양보해주시는분들많이봄 물론절대안비켜주는 놈들도있긴한데 그건차보다걍인성이문제인거지,2년 전(수정됨)
623,  아식스,박으면 x되니까 ㅋㅋ 그때 기사보니까 울산에서 어떤사람이 람보르기니 뒤에서 박았는데 견적이 1억 얼마 나와서 몇년동안 갚아야할 빚이 생겼다고 하던데 외제차는 박으면 x대,6년 전
624,  오포비35,당연히 누구나 저렇게 하지...,1년 전
625,  이겐,초보가 돈도 많아야겠군 다비켜가게,11개월 전(수정됨)
626,  금괴금 간,차별 나쁘네,5년 전
627,  화머,이야 역시 돈만있으면다되지 ㅎㅎ,2년 전
628,  내인생,그냥 돈이없어서  비껴주는겁니다내가 만약에 돈많으면 나는 그냥 밀어버린다,2년 전
629,  아나시발,당연한거 아니냐? 잘못 실수하면 인생골로가는데,6년 전
630,  김종대,법이 잘못되었다1000억 짜리 차 몰고 나오면나머지 인간은 몰지 말라는것인가개법 때문에,2년 전(수정됨)
631,  금단증상,차들 좌우로 쫘악 갈라지는 모습 상상하고 들어왔는데 아ㅋㅋ어림도 없지,2년 전
632,  p P,할짓 진짜 없었나 보다 ㅋㅋ이런것도 뉴스에 나오네,3년 전(수정됨)
633,  검정,이제부턴 구급차를 슈퍼카로 대체 ㄱㄱ,1년 전(수정됨)
634,  Pro M,1:11  차 빼 ~ ㅋ ㅋ,2년 전
635,  Choi YoungHo,YTN도 거짓 컨텐츠 올리는걸 보니 일반 유튜버보다 나은게 하나도 없구나.,2년 전
