,아이디,댓글 내용,댓글 시간
634,  @user-fy7xk3lw1e,렉카선생님간호사선생님존경스럽네요.감사힌ㅂ니다,2년 전
635,  @user-fe8yh9uw6k,타고난 사람들이다,2년 전
636,  @user-mb9nu7kk4z,날개 잃어버리셨나?찾아드릴게요! 어디서 잃어버리셨죠?,2년 전
637,  @youngkim5493,렉카사장님이 상황판단력이 한사람 살렸네요~~,2개월 전
638,  @kik2206,여경사건과 이번 간호사분보면 직업의식의 중요성을 다시 느낀다,2개월 전
639,  @user-rn7no8gg4u,간호사님 멋져요,3년 전
640,  @user-xk8jm4nc2y,항상. 남을 먼저 생각하시는 분이셔요웃음도 많으시구요.,3개월 전
641,  @TheDemonsDead,멋진 인과.,2년 전
642,  @user-lf3xe8zz9m,완력 훨씬 쎈 남자들은 쳐다만보고 있는거 실화냐 ㅋㅋ,3년 전
643,  @aviohi7950,정말 멋있습니다!,2주 전
644,  @user-js2fs5xy2w,역시 본능이 나이팅게일. 렉카기사님 엄지척,3년 전
645,  @user-gt2kf9mq2e,"이로써 아직은 우리나라 , 대한민국이 살만함을 느낌니다",3년 전
646,  @user-qz8gh7bx3v,요세 유튜브나 뉴스 보면 렉카분들 좋은일 많이 하네,2년 전
647,  @1234sujin,생명의 은인,2년 전
648,  @gsmr2951,여성분 옷이 봉지은이당,3년 전
649,  @user-ky6cs8di9m,이런 헌신적인 의인들이  있기에 살맛나는 세상이 돌아간다고 국회의원300명  보다  국가을위해  의인1명이  국개보다 휠씬  났지요,1개월 전
650,  @iil3.378,저런 여성분이 있구나 .. 감동이에요,3년 전
651,  @user-du2ln2ht7e,다행이다....,3년 전
652,  @hs2538,전직간호사인데 다들 간호사 칭찬만해서.. 렉카님이 진정한 영웅입니다. 렉카님없었으면 간호사분은 운전자 소사되는걸 보면서 평생 트라우마 갖고살거에요.,11개월 전
653,  @hskyu010260,렉카 기사분도 멋지시네요,2년 전(수정됨)
654,  @user-lc3sy1km6t,백의천사임니다쵝오임니다,2년 전
655,  @user-bc3bs3fb1f,만약 이런사람이 세월호 선장이였다면...모든 고인의 명복을 이렇게나마 빕니다,2년 전
656,  @pororo5249,"얼마나 사람들이 구경만 했으면 초반영상에 ""도와주세요 좀 !!""  ,   사람들이 구경만하니까 얼마나 화가 났는지. ""에이~ 누가 좀 들어가서 도와줘요 좀.!""우리나라도 이제 중국닮아간다. 안그런분보다 그렇게 변하는 사람이 훨씬 많아지고 있음.",2년 전
657,  @user-wd9ol8gg2t,렉카 기사님 장 하십니다..,9개월 전
658,  @maje5461,감사합니다..ㅠ,3년 전
659,  @miraclem1965,현대판 나이팅게일~존경합니다,2년 전
660,  @user-jb3ds1zp4c,영웅은 영화에서 나오는게 아니구나,2년 전
661,  @user-ro5ex8pm3q,간호사 누나 용감하다 저런분들이 더 잘살고 해야 하는데 의사나 병원장들이 다 벌어가니 헬조선 월급쟁이들 힘냅시다,3년 전
662,  @vviplife6298,간호사분 레카분 수고하셧어요레카들 욕많이먹는데 긴급상황에는 없어서는안되요.. 차 자체가 구조할수있는 장비가많네요,3년 전
663,  @user-im1vg7ql5u,간호조무사 의사는 갑질하고 반말하는게 아니다 저런게 진짜 간호사다,3년 전
664,  @foodfighter1303,이 영상에 생략됐을 뿐 저기 계신 많은 분들이 최선을 다해 뛰어 다니셨음.간호사 분 인터뷰 https://youtu.be/i43WghkAWEY,2년 전(수정됨)
665,  @user-gp1cv8ii5t,간호사님♡,3년 전
666,  @user-iq9ng3gv7x,이게벌써ㅜ3년전이네....,2년 전
667,  @user-ut6yg2yk4f,불난차 옆으로 차타고지나가도 열기가느껴진다던데 대박..,3개월 전
668,  @user-ro2wp6if5f,진정한천사고영웅이십니다,3개월 전
669,  @user-zq2tk8fk2e,영웅레카 간호사님..두분 시민상받으셔야될듯..,2년 전
670,  @user-rj6ns1mo4q,다행이다............,2년 전
671,  @ruroni1118,간호사 누구야!!!!!! 걸크러쉬 ,3년 전
672,  @user-pr2bw1er9w,개멋지다 존경합니다,3년 전
673,  @400great7,칼에 찔린 피해자 놔두고 도망치는 경찰도 있는데 참 대단한 시민들입니다... 국민들 혈세로 월급 받는 경찰보다 자발적인 시민이 백만배 더 낫네요,1년 전
674,  @ynkim4662,여러분 차에 소화기 하나 쯤 구비해서 들고 다닙시다.,2년 전
675,  @user-ij3dy1gi6i,간호사 현명하네 운전석 바로옆이 출구니깐 저정도는 빨리 도와주고 탈출하는판단 굿 세월호도 저 간호사 누나처럼 빠른 상황인지력과 그걸 실행에 옮기는 과감함이 생사를 결정짓는 짧은 순간에 중요한 포인트인듯,2년 전
676,  @user-rd4hw4no8p,저런분들에게 훈장과금일봉을~~~~~집 한채 살 정도로~~~~,2년 전
677,  @user-xq2rm2qk9d,여성  간호사님  목숨걸고  버스기사 구출작전   이시대의  영웅입니다레카 기사님도   훌륭합니다ㅈㆍ,3년 전
678,  @rnjs89228,당연하게 생각하면 그걸 감사하게 생각안 하는게 인간임.,2년 전
679,  @user-gr4tk4hs5f,와...정말 대단합니다. 정말 문자그대로 물불을 안가리고 생면부지한 사람을 구하셨네요... 존경합니다.,3년 전
680,  @sun016power,두분다 존경합니다,1년 전
681,  @36tvlsy39,찐영웅들이시다!! 대통령상 받으셔야된다!,1년 전
682,  @user-pn9yt6rk3f,간호사님이.기사님살려주셨네요.표창주시야죠,1년 전
683,  @jaykim6385,존경합니다,2년 전
684,  @haeyooy3990,저 버스 한대에 소화기 하나 없다는게 참 신기해. 차량 전소 되는게 의외로 많거든요. 요즘 차량엔 스페어타이어가 없잖아요. 그 빈공간에 넣을 수 있는 소화기 두개를 장착해서 다닙니다.,2년 전
685,  @user-tu4gw9wm6z,영웅,3년 전
686,  @jeongkim1877,기사님들 평소에 운동도 합시다 건강을위해,3년 전
687,  @han11022,자기는 안들어가고 누가 들어가서 도와주래 ㅋㅋㅋㅋㅋㅋㅋ,8개월 전
688,  @user-qp1sq3jz7o,멜빵바지가 간호사 분이구나...~역시 백의의 천사는 달라요!!!,3개월 전
689,  @user-bm7ot6cj1g,이런식이면 코로나19도 해결 될텐데,2년 전
690,  @user-bn5tm9cy9t,간호사 대단하다 렉카분도,3년 전
691,  @NEOR_ch.,이래서 국뽕이 발생하기도 하지만...어쨋든 진짜 멋있네!!,1년 전
692,  @user-gt5vi7tx8d,멜빵바지 간호사님 왠지 덕선이같음ㅋㅋ,1년 전
693,  @user-rq4um8yc6m,이런 게 최고의 플레이죠,2년 전
694,  @user-ch1fs6gm7k,김혜민간호사님은 사고당시는 분당차병원이었으나 지금은 울산대학병원에 근무중입니다,2년 전
695,  @user-nn8nm7qr3f,대단한여성분빕니다 역시 여자분들이더위대해요,3년 전
696,  @santa7683,역시 여성,1개월 전
697,  @sunshine4997,간호사랑 렉카 기사님 멋있다,6개월 전
698,  @Reflection2,레카아저씨랑 간호사언니 두사람 없었으면 진짜 큰일 날뻔했다..레카 아저씨가 진짜 멋있어ㅜㅜ,3년 전
699,  @user-su8rb5bp5g,영웅!,10개월 전
700,  @user-uh5op5pw5s,당신이있어 살맛납니다~~,3년 전
701,  @user-rz5sj6ke9h,진짜 대단하다 부끄럽지만 난 저렇게 못한다,3년 전
702,  @user-vg4io5uv6n,역시 남자들의 로망이 간호사인 이유가 있음,3년 전
703,  @user-bi3yg2yi8r,이영상처음봤을때는 1개월전이였는데 지금보니까 6년전이네 시간이빠르구먼,5개월 전
704,  @user-ie1no3oz3o,현실판 히어로들,3개월 전
705,  @ellh5021,레카기사님 패왕색패기...소름돋네요 바로 투입,2년 전
706,  @user-bq8oo8fm6e,이런분들을 진급시켜줘야지 씨바 대한민국..,3년 전
707,  @user-vc4fm7gc4d,추천영상에 뉴스영상이 뜨면  기대가 된다싸움 구경할 곳이 너무 많아 ㅈ꿀잼,2년 전
708,  @user-zw1wz7uq8w,솔직히 많은 렉카기사 봤지만 1톤차(탑차) 이상 부턴 아얘 손도 안댄다는데. 자기차 힘을 못쓴다면서.. 저 렉카기사분은 생각부터 다르시내요. 여성분도 극찬해야 마땅하지만 렉카분이 와이어로 안땅겨줬더라면 버스 기사분 꺼내기 상당히 힘들었을거 같내요. 여성분과 렉카기사분 늦었지만 정말 존경스럽내요.,3년 전
709,  @user-ji2oo8oz2u,위험 상황에서 사람 생명을 구하기 위해 목숨걸고 달려드는 대한민국 시민 vs 위험 상황에서 빤쓰런한 대한민국 짭새. 승자는?,11개월 전
710,  @user-po5yt5nq8u,영웅을 보고 있습니다,2년 전
711,  @maxkim1119,진짜 간호사분들 길거리에서도 큰 일 하신다. 남자 소방수처럼 여자 직업 중 가장 존경 받아야할 듯.,3년 전
712,  @user-wl9gp8ve5o,미안합니다..전 못들어갑니다..저 여성분 대단한 분이시네요..,2년 전
713,  @designthinkingkorea2186,진정한 영웅분들 감사합니다!!!!,2년 전
714,  @chsh851016,자동차 앞에 어물쩡 거리는분들이 오히려 정상입니다. 들어가서 구해야하나 말아야하나 고민하는게 정상입니다.자신도 휘말려서 죽을수 있음을 스스로 잘 알기때문에 공포심이 드는겁니다.오히려 리카차 운전수와 여성분이 매우 용감한것입니다.ㅂ버스회사에서 상 줘야함,2년 전
715,  @user-jq5lr9ow7z,고마워요 간호사님 렉카기사님 감사합니다,2년 전(수정됨)
716,  @malfoyd5458,개인적으로 성악설을 믿는편이지만 가끔 이런거 보면 성선설이 맞는건가 싶ㄱ도 함..,2년 전
717,  @user-ys1qm8fd2g,"저정도면 저 간호사님 의사로 올려줘라,,,",9개월 전
718,  @user-gm5zi3eu8h,멋지십니다.윤석열 국민의힘이 아닌 진정 저 여자분이 대한민국 입니다.,1개월 전
719,  @user-vp8xw9rd5i,친일파 재산 환수하고 저런 의인들과 나라위해 목숨바친분들께 보상해드리자,1년 전
720,  @user-sk4fx6kj9j,복 받으실꺼에요,1년 전
721,  @dthwdererq1619,간호사분 너무 대단하고 멋있습니다 뒤에서 차가 불타고 있는데 들어가셔서 ㅠㅠ,2년 전
722,  @nabongsun2940,간호사기 때문에 저런 일을 하실수 있다고 생각합니다. 경찰분들도 직업윤리를 조금만더 생각하시면 좋겠어요,9개월 전
723,  @user-wg6te7kp6p,저런 여성분들 진짜 존경한다 영웅이다.저런분들이 여경 여소방관이면 좋겠다.그러면 여자 비율 아무리 늘려도 만족한다.다시 한번 진짜 존경하고 감사하다,3년 전
724,  @user-xe6uh2co2q,한치 앞도 내다 볼수없는 사람입니다  사람을 창조하신 하나님께 나오셔요 ~^^,2년 전(수정됨)
725,  @marinecity138,진정한 여성. 진정한 영웅,2년 전
726,  @user-uq6ko7ml4e,코난에서 한 말이 생각나네요사람이 사람을 죽이는건 이유가있지만사람이 사람을 살리는덴 이유가없다,3년 전
727,  @user-yg6rn2wj8j,,2년 전
728,  @user-sj9ee1nx6m,렉카기사님도대단하지만저버스안에들어가서도와주신간호사여성분이더대단 간호사든아니든 사람이사람돕기쉽지않은데그것도어찌될지모르는데자기생명내놓고도운거라고봐요대단해요,3년 전
729,  @doodlemonster7387,우연히 알고리즘에 이끌리셔서 절 보셨다면 당신은 천운이 함꺼1할 것 입니다 좋아요 구독 누르시고 인생역전 대박나시구 행복하세요AA-,2년 전
730,  @maxzozo,여자 간호사님 잘하셨다요,2년 전
731,  @user-dw3hj7ze9i,저분들이  노벨상  타야한다,1년 전
732,  @minpark3078,두분다 대단하다,2개월 전
733,  @Flexn0612,여성분이 대단하다!  저 상황에 차에 뛰어들다니......저 기사분은 간호사 여성과 렉카 기사님이 살렸네!남자들은 무서워 가까이 못가네ㅠㅠ,2년 전(수정됨)
734,  @user-vk7xi9kr5u,렉카 기사님 대단하시다 핸들에 묶어서 끌어버리네,6개월 전
735,  @ayochill530,소름돋네,3년 전
736,  @user-qw5jz7cw4d,렉카 기사가 상황판단 잘했네,2년 전
737,  @user-py4lf6gd5d,눈에서 땀이 나네,2년 전
738,  @user-wt7oi6vp7l,간호사 여성분은 정말 왜케 아름다우시냐.,3년 전
739,  @johnbaek3137,간호사분 누구신지 정말 궁금..,2년 전
740,  @japs760410,저 분들 상줘라!!!!!!,11개월 전
741,  @user-xm8ym1rz4b,간호사분은 한인간을 구했네 . 한생명이 천하보다귀하다. 했으니  복많이 받겠어요.,10개월 전
742,  @user-hy7qj3hp5h,어느병원에 근무하시는 천사분이신지...,3년 전
743,  @kumudonbo2632,백의 천사,1년 전
744,  @kcrollerskate3404,,2년 전
745,  @user-gt4eu1tc6h,"불이 나고 있는 버스에서 운전기사가 나오지 못한 상황에 레커차 기사분이 버스를 당기고 간호사분이 응급조치를 하는 게 멋진 것 같다 조금만 늦었으면 운전기사분은 큰일이 났을 텐데 레커차 기사님, 간호사님이 있어서 다행이었던 것 같다",1년 전
746,  @user-jx1xe7cr3s,세상은 아직 망하지 않았어,3년 전
747,  @user-vl9cu4qf2x,역시 간호사랑 의사는 사명감 없이 일 못해~~,2년 전
748,  @user-si8nt1dy5c,멋지다,1년 전
749,  @user-fi3wj3yw1p,우리집 아래 렉카 사무실 있는데 내차 방전 됐을때 오셔서 점프 해주시더랍 ㅎㅎ 의외로 착하신 분들 많음 ㅎㅎ,1년 전
750,  @user-yf7qh6uk1u,저희 엄마도 간호사 ><,2년 전
751,  @user-oe5zh4ev5j,나이팅게일존경합니다..,1년 전
752,  @user-eh7pw7dt7m,버스어뜩행ㅠㅠ버스아깝당 ㅠㅠ,3년 전
753,  @bluetadis9695,진짜 정부에서 상줘라,3년 전
754,  @user-ds5nx6hf1u,16년도 일인데. 나는 오늘첨보네. 저게 골든타임이다.구할수는 있다. 침착한판단과 용기가 필요한거고.그시간 놓치면 . 영상이 보여주네.,2년 전
755,  @user-nq2nt2bk3e,렉카차...도와주세요!!!!하는거 멋져요 ㅠㅠ,2년 전
756,  @2478221,아무리 위기가 닥쳐도 나라가 망하지 않는 이유,2년 전
757,  @user-gd8qr8yk6b,레카차로 핸들을 당기지않았음 그냥 타 죽었다는거죠ㅠㅜㅠㅜ 무섭다 끔찍하다ㅠㅜ,10개월 전
758,  @user-yb6tf7my3e,"우리국민최고 예요,",2년 전
759,  @user-forpeople,"저 여성분, 나라에서 훈장줘야합니다.레카 기사분도 같이요.",3개월 전
760,  @ssy7539,어떻게 끼인건지 설명좀 ...,2년 전
761,  @user-nt5wq9kd5p,,2년 전
762,  @user-fq1kt7si8w,마!!이게  대한민국이다!!,1년 전
763,  @flygodori,멋지다,1년 전
764,  @user-gl1de2ts7t,여자가 용감하네 간호사인거는 둘째치고 저버스에 분명건장한 남자들잇엇을텐데 보고만잇엇다니 한심하네 레카기사님이랑 간호사는 영웅이네,6개월 전
765,  @user-jw2hv5hv7b,간호사가 맘에 든다.,1년 전
766,  @user-db1pb1df7c,저 사람 의사 시켜줘라,2년 전
767,  @user-se5ib9zj5k,모르는사람도 저렇게 구해주는데 학교는 아무도 구해주지 않아요. 학폭증거가 아무리 충분해도 아무소용없다. 학폭으로 신고했더니 재심기관인 시청과 교장이 한통속.피해자가 낸 증거자료.녹취 읽으려 들으려 하지도 않고 교장하고 말맞춰서 결론내버림 증인겸 시청에 전화 넣어 주신 다른 피해학부모도 이것도형식적인것인가. 내가 전화까지 했는데 결과가그렇게 나왔어요? 기가 막혀 하심. 결과가 그렇게나와도교장은 전화 한통없고 미안한 감정도 전혀 없고 자기 이미지 관리는 오지게하느라 바쁨. 아이가 상장을 받아와도 찢어버리고싶다 대전 대초교장 000라고 박혀있어서 ( 노ㅅㄱ ㅜㅠ),1년 전
768,  @user-kj8oj7cp8l,저  여자분  저  상황에서  물병  들고나오는  센스  ㅇㅈ?,2년 전
769,  @user-ir6ob3td9y,불이라는게 참 무섭다... 단 3분 컵라면 준비될 시간이면 차량한대 태워먹는게 뚝딱이다.... 이런걸 보면 불조심 해야지 라고 또 생각하게됨,1년 전
770,  @puteri1977,목숨걸고 들어가신 여성분.. 표창장과 상금 받아야합니다,2년 전(수정됨)
771,  @user-ov5fo1fs9u,와...,3년 전(수정됨)
772,  @quddndi021,감사합니다!,2년 전
773,  @pale_flame4117,왜 내가 본 상황과는 다를까,2년 전
774,  @nogada8,레카충땜에 욕을먹어서그러지 착한분들 많아요뒤집어진 코란도에 만삭 임산부 구출한적 있었는데 말로표현못할..뿌듯함 같은게 느꺼지더군요,1년 전
775,  @lesserafim1103,저 여자분 나이팅게일이 누님하겠는데요 존경합니다,1년 전
776,  @user-lu7sh9mv2h,렉카기사분 잘하셨네렉카들 그렇게 욕해도 백프로 다 욕 못하는 이유...일반화는 하면 안되는 이유...,11개월 전
777,  @user-ce7kw3tj9w,간호사님 상줘야함 !!,2년 전
778,  @tvsom5560,,3년 전
779,  @user-lr3yt1bi8q,저 앞에 서서 구경만 하신분 촬영허고 계셨던 분  이 영상 볼때마다 부끄러울거예요   간호사라서 안 무서워서  뛰어들었을까요? 눈앞에서 소중한   인명이  기로에 서있기 때문에  뛰어들어가신 거죠,2년 전
780,  @user-zi6mt1bl3b,다행이 살았,2년 전
781,  @wndudpower10,멋있습니다,2년 전
782,  @user-yh8xy7pf4b,역쉬 우리나라에서 간호사가재일쎈존재이구나 한국형 여자히어로 간호사,11개월 전
783,  @user-ts5en5jk9r,실제로 화염에 죽은 기사도 있던데 운전석 쪽이 ...,1년 전
784,  @user-td7ug5hb8g,진정한 나이팅게일,3년 전
785,  @user-nv1tu2px1k,이건 상줘야되는거아닌가?...,2년 전
786,  @user-jx9rx4hp8e,시민으로 도움으로 아니라 그 여성의 도움으로 살아남은 것 같아요,3개월 전
787,  @user-jt9fl8ww6v,이게벌써3년전이라니,2년 전
788,  @user-po9fl2nl3p,갓호사 갓카기사,3개월 전
789,  @user-bx2lh7tl2k,0:13 한국인은 확실히 군대 다녀와서 대기하는 거에 익숙하고 또 지시에 따르는데 익숙하네,1년 전
790,  @user-gk7po3sw5j,저런간호사랑 결혼해야하는데.,2년 전
791,  @user-ul4qy2qw7h,여자분대단하세여,3개월 전
792,  @user-rd5nw6ss7o,"헐,렉카기사님.장하십니다.",1년 전
793,  @rocky2877,밖에 남자들 그냥 서 있는거 존나 웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋ,9개월 전
794,  @user-fm7xx5fi9e,당연히 해야하는거지 사람구하는일은 누구던지 기본임,1년 전
795,  @yhl6106,기사님이 무슨 상황인지 아시는분? 설명을 안해주넹,3년 전
796,  @kinnnmas6576,근데 생각해보니 3초도아니고 3분이면 그래도뭐..,2년 전
797,  @user-fw3ve9hb4c,감사합니다.,3년 전
798,  @user-ni8be7ep5s,이시대의 영웅이닻,3년 전
799,  @user-el6hy8hq6j,누가했건 좋은 일,2년 전
800,  @iamjojungsik,헤헤. 훈훈합니다~^^,3년 전
801,  @user-nn4wz7yi3k,"와우, 누구대? 정의의 수호천사로 임명 합니다.",2년 전
802,  @user-lq7cl8nu1j,이게벌써3년전이네..,2년 전
803,  @user-xn4ks2su2k,댓글 함부로 다는것들 다 고소해버리고싶다 상황 알지도못하면서 .. 우리아빠 좋은 일 했는데 왜 비하발언들으면서 욕먹고 있어야하는거지? 저 단편적인 모습만 보고 판단하는거야 볼때마다 마음이 아프고 일일히 댓글다는것도 지친다 달아봤자 알아주는것도 아닌거같고.. 적어도 난 함부로 말하지말아야지 제발 함부로 말하지마 니들이 욕하는 그 사람이 내가 사랑하는 우리아빠야,3년 전
804,  @user-ve6uc6xq1l,ㅋㅋㅋㅋ평소엔 모든 렉카들 싸잡아서 득달같이 달려들어가지고 물어뜯드만 역시 사람은 간사하네,3개월 전
805,  @kimc.y9633,저 많은 차량중 소화기 있는 차량이  없었나?,2년 전
806,  @turbiclub,렉카기사: 아이고 고객님 진짜 큰일 나실뻔했습니다 우선 마음 진정하시고요 견인비 긴급출동비 재난구조비 도로통행정리비 해서 합 500만원 입니다 카드 안되요,1년 전
807,  @user-vg9he5jo5s,랙카차 기사분의 노련미가 없었으면..,1년 전
808,  @eij7014,한심하다 인간들 진짜 불이 버스 반이나넘게 태우고잇음 그런다쳐도 끝으머리 조금타고 잇구만 들어가도 얼마든지 되겟는데 싸그리 안으로 들어가서 기사 끌고나오몬 되겟구만 밖에 서너명 사람들 말로만 구해주라 하고 잇네 그와중에 여자하나 들가서 구할라하고 어이구 한심하다 진짜 인간이 거시기떼라,3년 전
809,  @user-gt4jt2iy9p,찍고있는거 자신감좋네,2년 전
810,  @user-gs6kr8vv7j,알수없는 유튭알고리즘이 또 날 여기로.......,3년 전
811,  @user-oh5jj1iz5e,내 신부후보생으로 인정,2년 전
812,  @polonaise7023,잘해쓰..칭찬해!,2년 전
813,  @user-gq4dr6im8q,,2년 전
814,  @user-kj7nc4xt9e,렉카기사가 먼저들어가서 도와주고 잇는데 거의  간호사 얘기네,2년 전
815,  @ZX7024,편집장 존너 했다 개샹,11개월 전
816,  @user-pm9sn3dh2p,대박,11개월 전
817,  @hamtto3179,이런 사람들도 있는데... 정쟁에 국민들 개돼지로 이용해 죽어나가게 하고...,2년 전
818,  @user-xq7gh9ti7g, 시민상 줘야 지 이런데는 인색하넹,3개월 전
819,  @user-zm6ou4yh6f,저 여자분대단하네요절케 타고 있는데 올라기네,2년 전
820,  @user-ds4jt7bc7p,이런것들을 요즘 높은 자리에있는분들도 좀 보시지... 너히만 잘살려고 아마 높은 양반들 은 다 도망이나 보좌관 시키겠지......,1년 전
821,  @user-pl9sc1ok4u,간호사 상주자~,8개월 전
822,  @user-tz8il3dx7m,남자들은 뭐 하는 거고 차밖에서 쳐다보기만 하고 학생 같은 여자가 기사아저씨를 구했다니 정말 쪽팔리네,1년 전
823,  @tobychoi5903,와 오 슈퍼우먼!!! !,2년 전
824,  @user-to3hb1lk9z,6년전이었구나,3개월 전
825,  @root9382,앞으로 착한렉카는 저아재빼고없다,3년 전
826,  @whiteman1511,간호사님은 잠깐들어가 응급조치한건데 진작빼낸 렉카 운전자는 진작댓에는 간호사만 칭찬하누.....,2년 전
827,  @user-cg5yi7rz2r,저 레커아재는 비용청구도 안하셨을듯,2년 전
828,  @petery7003,생불은 절이 아니라 길거리에 있었다.,1년 전
829,  @user-ig8yr7cm2z,멋찌다~,2년 전
830,  @bgbgyeumm6472,사회생활내에서 여성은 힘을 못쓴다며 하대하지만...결국 보면 희생정신이나 판단보다 앞서는 직업정신앞에서는 성별이 없음....그래서 모든 직업에 모든 성별이 필요하고 존귀하다... 남자분들 다 함부로 못들어가고 있는데 저여자분 아니였으면 나올수있었을지...,3년 전(수정됨)
831,  @user-bm4ju2xn1y,레카차기사를 다시보게 되었다,3년 전
832,  @user-gh2pd7nu5q,멋져요,3년 전
833,  @qlxk62,여경보다 더 용감한 렉카기사와 간호사,11개월 전
834,  @user-bz3tc3ob2e,일안하고 밥그릇 싸움만하는 국회의원 월급줄여서 저란분들 포상하자,1년 전
835,  @letsbe3994,다른사람들은 구경만했나 같이 꺼내주면 더 빨랐을텐데,1년 전
836,  @ranowhy8036,어떻게 남자들이 자기보다 한참 어린 여자보다 겁이많냐보고 좀 배워라 직업 다 떠나서 이건 인간문제임,2년 전
837,  @user-ku7tu5bt9j,레카가 어떻게 했고 간호사가 어떻게 했는지 상세하게 좀 말해주면 좋겠다 나도 언젠간 써먹게...,3년 전
838,  @user-xl5ke2pm9e,렉카는 다 양아치 인줄알았는대 나의 편견일수도 있겠다는 생각을 하게 해주시는분이시네,4개월 전
839,  @user-hq8jh3tj6k,남자들은 가만히 서서 보고만 있네..간호사분 멋지세요.,2년 전(수정됨)
840,  @user-jh4iu9jc3k,카메라 고마찍고 들가서 기사님 퍼뜩데꼬나오지… 아따 우리나라 카메라감독들 참많아,10개월 전
841,  @user-wr6sv6ed6e,렉카아저씨 실행력아니었음 인명사고였네  상줘야지이건,1년 전
842,  @user-qj3qt1vj1d,버스기사: Oh my moneeeeeyyyyyy ㅠㅠㅠㅠㅠㅠㅠㅠㅠ,2년 전
843,  @user-hs3be2vd6d,야 아무리 그래도 기사분 놔두고 다 가냐;,1년 전
844,  @user-qh7qu4fs5n,렉카차분도 여자간호사분도 대단하시네여 ..좋은일하셧습니다(ㅅㄱ하셧습니다),3년 전
845,  @user-pg5xg2dy9c,와 간호사씨 이제 시집 골라 가겠네,3년 전
846,  @parkhyebin7291,감사합니다,2년 전
847,  @user-zk8xq8zq5p,상 줘야한다,1년 전
848,  @snowman6855,감사합니다,2년 전
849,  @user-kt9vz6ml1j,감사합니다,2년 전
850,  @user-yl4jx5ll3f,칠칠치 못한것  꼭 드라마를 만들어야함,1년 전
851,  @user-lw1tw2ef1o,wow영웅같아요,1년 전
852,  @user-ng9nh6hs7x,이거플레르에나왔었는데ㅠㅠ,3년 전
853,  @ddo8470,요새 소화기 실고 다니게 강제 되었을까요?,2년 전
854,  @user-zj8lx8ev8h,시민 영웅이야기 영상판 ㅎㅎ,2년 전
855,  @user-sz9np8ep2n,마지막에 약간  사람 모야나옴 소름...ㄷㄷ,2년 전
856,  @user-cs8dy3oh1l,렉카가 이럴땐 큰일했네,2년 전
857,  @user-vm4fh4ei5y,큰일날뻔했당 ㅡㅡ,2년 전
858,  @user-pm1jk2wq5j,레카없었음 죽었네 평생고맙다해요,2년 전
859,  @user-qd6ny8qt2l,아직  대한민국은 살만 합니다.,2년 전
860,  @user-no5kn1cc1m,레카차 너무머라고 하지맙시다 착한분도있으니..,3년 전
861,  @epoxythinner533,뭉클,3개월 전
862,  @user-qk9yi8zd1u,와,3년 전
863,  @user-fu1sq1sd4n,부딪쳤는데 바로 불나네,2년 전
864,  @red6610,렉카가 이렇게 멋있는지몰랐다 ㅋㅋ,6개월 전
865,  @user-qf5vn4nt3y,뭘 당겼다는 건가요?,2년 전
866,  @user-gw7rv9wx5n,"생명을 살렸으면 당연히 칭송 받는게 당연한 거임.....""왜 간호사가 간호사 했는데 당연한 거임"" ---->  분위기 파악 잘못하고 있는분.",11개월 전(수정됨)
867,  @user-js1ef1bx9c,간호사 수간호사감이네용,1년 전
868,  @user-sj3mv1rr1h,이런영상에 싫어요 370개는 왜 달리는거냐,3년 전
869,  @anjfqk5200,간호사 대단하다~~저기 보고 있는남자들 진짜 부끄럽다 남자 망신이야,2년 전
870,  @user-ub3nk7zp7c,멜빵 여학생아니었음 죽으셨겠다..ㄷㄷ,2년 전
871,  @campinging8836,대한민국은 아직 살만 하구나,2년 전
872,  @junghwahong5449,감사합니다,1년 전
873,  @user-ip1ti8tp2f,간호사  탐난다,2년 전
874,  @baram7370able,차안에 제발 소화기.비상칼 가지고 다녀라가서 도와는 줘야될거아녀,2년 전
875,  @user-fs1ru3ki1q,0:13 렉카기사의 호통,2년 전
876,  @user-il8dh4jj2r,차량에 소화기 최소 3개 배치해야한다고 그렇게 노래불렀는데 말안듣는 여친 보고있나 ?,2년 전
877,  @jamesschoi87,다들 간호사 칭찬하지만 정작 렉카 기사님이 없었으면 못 구했겠네요 ㄷㄷ,3개월 전
878,  @user-se1mz6uq4o,왜사고낫지???!???!???!???!???,2년 전
879,  @user-eu5sb4fh2u,근데 버스 운전기사님은 왜 못나오고 계속 앉아 계시나요? ( 궁금해서 여쭤봅니다),3개월 전
880,  @gamekingtv403,감사합니다,11개월 전
881,  @user-ff1ss1eg2u,와 저 여자분 누구냐 나같으면 버스 펑터질까봐 튀었을텐데,2년 전
882,  @user-pf6ss6gn5y,솔찌기 죽을수도 있는데 저리 하는 사람이 몇이나 있겠음영상에도 레커차랑 간호사만 도와주는데,2년 전(수정됨)
883,  @user-qt8kg6de3f,잘했어 ytn은  안보지만,1년 전
884,  @user-ss2gy8il9f,이제부터 렉카기사님들 욕하지 않겠습니다 그동안 한적도 없긴하지만^^,1년 전
885,  @fishking6476,소화기만 있었어도,11개월 전
886,  @user-mf5ox1dy6f,누나 사랑해요,3년 전
887,  @livewisely146,남자들이 옆에서 지켜보는거 개쪽팔리네,2년 전
